name: r201-6, Alg: 5, number particle: 15
09-08 at 23:08:16, name: rc105-12, Alg: 15, #particle: 15, seed: 1
09-08 at 23:45:14, name: r107-12, Alg: 15, #particle: 15, seed: 1
09-09 at 00:09:13, name: r111-10, Alg: 15, #particle: 15, seed: 1
09-09 at 03:17:18, name: r208-17, Alg: 15, #particle: 15, seed: 1
09-09 at 07:11:02, name: C1_2_8-5, Alg: 16, #particle: 15, seed: 1
09-09 at 09:39:07, name: r108-15, Alg: 15, #particle: 15, seed: 1
09-09 at 10:10:04, name: C1_2_6-5, Alg: 16, #particle: 15, seed: 1
09-09 at 10:56:12, name: rc107-15, Alg: 15, #particle: 15, seed: 1
09-09 at 12:19:58, name: r209-12, Alg: 15, #particle: 15, seed: 1
09-09 at 12:40:12, name: r105-10, Alg: 15, #particle: 15, seed: 1
09-09 at 17:05:54, name: r112-15, Alg: 15, #particle: 15, seed: 1
09-09 at 21:16:23, name: r106-10, Alg: 15, #particle: 15, seed: 1
09-09 at 22:29:38, name: rc108-15, Alg: 15, #particle: 15, seed: 1
09-10 at 01:34:59, name: r211-10, Alg: 15, #particle: 15, seed: 1
09-10 at 05:49:26, name: rc201-10, Alg: 15, #particle: 15, seed: 1
09-10 at 06:46:25, name: rc101-10, Alg: 15, #particle: 15, seed: 1
09-10 at 11:40:59, name: rc104-10, Alg: 15, #particle: 15, seed: 1
09-10 at 14:56:55, name: rc202-6, Alg: 15, #particle: 15, seed: 1
09-10 at 17:19:18, name: rc102-10, Alg: 15, #particle: 15, seed: 1
09-10 at 19:42:55, name: R1_2_2-15, Alg: 16, #particle: 15, seed: 1
09-10 at 21:46:47, name: rc106-5, Alg: 15, #particle: 15, seed: 1
09-10 at 22:27:32, name: C1_2_5-5, Alg: 16, #particle: 15, seed: 1
09-10 at 23:17:23, name: r205-10, Alg: 15, #particle: 15, seed: 1
09-11 at 02:19:54, name: rc203-5, Alg: 15, #particle: 15, seed: 1
09-11 at 04:09:48, name: rc103-5, Alg: 15, #particle: 15, seed: 1
09-11 at 06:52:37, name: C1_2_5-5, Alg: 16, #particle: 15, seed: 1
09-11 at 07:54:23, name: rc107-20, Alg: 15, #particle: 15, seed: 1
09-11 at 10:28:12, name: r206-10, Alg: 15, #particle: 15, seed: 1
09-11 at 11:51:22, name: C1_2_9-5, Alg: 16, #particle: 15, seed: 1
09-11 at 12:47:43, name: rc104-15, Alg: 15, #particle: 15, seed: 1
09-11 at 16:47:14, name: rc108-20, Alg: 15, #particle: 15, seed: 1
09-11 at 18:56:33, name: rc204-6, Alg: 15, #particle: 15, seed: 1
09-11 at 21:11:04, name: r207-5, Alg: 15, #particle: 15, seed: 1
09-11 at 23:17:03, name: rc105-17, Alg: 15, #particle: 15, seed: 1
09-12 at 03:33:09, name: rc205-6, Alg: 15, #particle: 15, seed: 1
09-12 at 03:53:04, name: rc201-15, Alg: 15, #particle: 15, seed: 1
09-12 at 07:28:45, name: r208-22, Alg: 15, #particle: 15, seed: 1
09-12 at 14:49:09, name: R1_2_3-7, Alg: 16, #particle: 15, seed: 1
09-12 at 18:06:08, name: C2_2_8-5, Alg: 16, #particle: 15, seed: 1
09-12 at 19:23:36, name: rc201-10, Alg: 14, #particle: 15, seed: 1
09-12 at 19:41:35, name: r205-10, Alg: 14, #particle: 15, seed: 1
09-12 at 19:52:11, name: rc106-5, Alg: 14, #particle: 15, seed: 1
09-12 at 22:28:32, name: rc101-10, Alg: 14, #particle: 15, seed: 1
09-13 at 01:58:31, name: r206-10, Alg: 14, #particle: 15, seed: 1
09-13 at 01:58:36, name: rc202-10, Alg: 14, #particle: 15, seed: 1
09-13 at 02:42:20, name: C1_2_10-5, Alg: 16, #particle: 15, seed: 1
09-13 at 03:33:09, name: C1_2_7-5, Alg: 16, #particle: 15, seed: 1
09-13 at 04:03:14, name: rc107-10, Alg: 14, #particle: 15, seed: 1
09-13 at 07:23:55, name: r207-5, Alg: 14, #particle: 15, seed: 1
09-13 at 08:13:53, name: rc102-10, Alg: 14, #particle: 15, seed: 1
09-13 at 09:05:57, name: rc203-10, Alg: 14, #particle: 15, seed: 1
09-13 at 10:50:10, name: rc108-15, Alg: 14, #particle: 15, seed: 1
09-13 at 13:35:00, name: r208-5, Alg: 14, #particle: 15, seed: 1
09-13 at 14:42:12, name: c101-2, Alg: 16, #particle: 15, seed: 1
09-13 at 15:30:36, name: rc204-6, Alg: 14, #particle: 15, seed: 1
09-13 at 15:53:56, name: rc103-10, Alg: 14, #particle: 15, seed: 1
09-13 at 16:54:45, name: c102-2, Alg: 16, #particle: 15, seed: 1
09-13 at 18:53:31, name: rc201-15, Alg: 14, #particle: 15, seed: 1
09-13 at 19:34:11, name: c103-3, Alg: 16, #particle: 15, seed: 1
09-14 at 00:03:40, name: rc205-6, Alg: 14, #particle: 15, seed: 1
09-14 at 00:15:53, name: R2_2_1-1, Alg: 16, #particle: 15, seed: 1
09-14 at 00:30:42, name: c201-2, Alg: 15, #particle: 15, seed: 1
09-14 at 00:37:36, name: rc104-5, Alg: 14, #particle: 15, seed: 1
09-14 at 00:46:32, name: c101-2, Alg: 15, #particle: 15, seed: 1
09-14 at 02:18:55, name: c202-2, Alg: 15, #particle: 15, seed: 1
09-14 at 03:17:20, name: c102-2, Alg: 15, #particle: 15, seed: 1
09-14 at 03:17:39, name: c104-5, Alg: 16, #particle: 15, seed: 1
09-14 at 04:34:24, name: c105-2, Alg: 16, #particle: 15, seed: 1
09-14 at 05:02:54, name: R1_2_4-5, Alg: 16, #particle: 15, seed: 1
09-14 at 06:01:36, name: c106-2, Alg: 16, #particle: 15, seed: 1
09-14 at 06:32:04, name: c103-2, Alg: 15, #particle: 15, seed: 1
09-14 at 07:07:42, name: c107-2, Alg: 16, #particle: 15, seed: 1
09-14 at 07:08:42, name: R2_2_4-3, Alg: 16, #particle: 15, seed: 1
09-14 at 08:15:50, name: c108-2, Alg: 16, #particle: 15, seed: 1
09-14 at 09:43:09, name: c109-2, Alg: 16, #particle: 15, seed: 1
09-14 at 09:51:36, name: rc105-5, Alg: 14, #particle: 15, seed: 1
09-14 at 14:28:11, name: c203-7, Alg: 15, #particle: 15, seed: 1
09-14 at 15:28:45, name: c201-2, Alg: 16, #particle: 15, seed: 1
09-14 at 16:01:36, name: c101-3, Alg: 15, #particle: 15, seed: 1
09-14 at 16:51:24, name: c202-2, Alg: 16, #particle: 15, seed: 1
09-14 at 18:47:02, name: c104-5, Alg: 15, #particle: 15, seed: 1
09-14 at 18:56:46, name: c102-4, Alg: 15, #particle: 15, seed: 1
09-14 at 20:23:05, name: c105-2, Alg: 15, #particle: 15, seed: 1
09-14 at 20:34:10, name: c103-3, Alg: 15, #particle: 15, seed: 1
09-14 at 21:01:32, name: R2_2_7-3, Alg: 16, #particle: 15, seed: 1
09-14 at 22:13:00, name: rc201-10, Alg: 13, #particle: 15, seed: 1
09-14 at 22:15:25, name: c106-2, Alg: 15, #particle: 15, seed: 1
09-15 at 00:35:16, name: c107-2, Alg: 15, #particle: 15, seed: 1
09-15 at 02:00:11, name: c104-8, Alg: 15, #particle: 15, seed: 1
09-15 at 03:01:40, name: c203-7, Alg: 16, #particle: 15, seed: 1
09-15 at 03:22:32, name: c105-3, Alg: 15, #particle: 15, seed: 1
09-15 at 03:28:48, name: c108-2, Alg: 15, #particle: 15, seed: 1
09-15 at 05:03:20, name: c106-3, Alg: 15, #particle: 15, seed: 1
09-15 at 05:04:51, name: c204-5, Alg: 15, #particle: 15, seed: 1
09-15 at 06:35:29, name: c107-3, Alg: 15, #particle: 15, seed: 1
09-15 at 06:37:35, name: c109-2, Alg: 15, #particle: 15, seed: 1
09-15 at 06:42:57, name: R2_2_2-3, Alg: 16, #particle: 15, seed: 1
09-15 at 06:58:52, name: rc202-10, Alg: 13, #particle: 15, seed: 1
09-15 at 08:30:43, name: c108-3, Alg: 15, #particle: 15, seed: 1
09-15 at 08:40:12, name: c205-2, Alg: 15, #particle: 15, seed: 1
09-15 at 09:33:40, name: R2_2_5-3, Alg: 16, #particle: 15, seed: 1
09-15 at 10:50:45, name: c109-3, Alg: 15, #particle: 15, seed: 1
09-15 at 12:52:04, name: c204-5, Alg: 16, #particle: 15, seed: 1
09-15 at 14:18:17, name: c205-1, Alg: 16, #particle: 15, seed: 1
09-15 at 14:23:26, name: c101-1, Alg: random16, #particle: 15 seed: 1
09-15 at 14:45:48, name: c101-2, Alg: 14, #particle: 15, seed: 1
09-15 at 16:23:29, name: c102-2, Alg: 14, #particle: 15, seed: 1
09-15 at 16:34:00, name: c102-1, Alg: random16, #particle: 15 seed: 1
09-15 at 17:25:49, name: rc203-9, Alg: 13, #particle: 15, seed: 1
09-16 at 16:52:05, name: c101-3, Alg: 14, #particle: 15, seed: 1
09-16 at 17:09:27, name: c101-2, Alg: random16, #particle: 15 seed: 1
09-16 at 17:30:44, name: c201-3, Alg: 15, #particle: 15, seed: 1
09-16 at 17:49:31, name: c101-4, Alg: 15, #particle: 15, seed: 1
09-16 at 19:06:06, name: c102-2, Alg: random16, #particle: 15 seed: 1
09-16 at 19:18:50, name: c102-3, Alg: 14, #particle: 15, seed: 1
09-16 at 20:13:42, name: c202-3, Alg: 15, #particle: 15, seed: 1
09-16 at 20:49:21, name: c103-2, Alg: 14, #particle: 15, seed: 1
09-16 at 21:01:54, name: c102-5, Alg: 15, #particle: 15, seed: 1
09-16 at 22:50:16, name: c103-4, Alg: 15, #particle: 15, seed: 1
09-16 at 23:04:45, name: c103-3, Alg: random16, #particle: 15 seed: 1
09-16 at 23:23:22, name: rc101-35, Alg: random16, #particle: 15 seed: 1
09-17 at 00:18:46, name: c101-4, Alg: 14, #particle: 15, seed: 1
09-17 at 01:16:39, name: c102-4, Alg: 14, #particle: 15, seed: 1
09-17 at 05:50:13, name: c104-5, Alg: random16, #particle: 15 seed: 1
09-17 at 06:21:42, name: rc102-34, Alg: random16, #particle: 15 seed: 1
09-17 at 06:51:30, name: c105-1, Alg: random16, #particle: 15 seed: 1
09-17 at 07:38:19, name: c106-1, Alg: random16, #particle: 15 seed: 1
09-17 at 07:50:00, name: c203-12, Alg: 15, #particle: 15, seed: 1
09-17 at 08:29:34, name: c107-1, Alg: random16, #particle: 15 seed: 1
09-17 at 09:25:51, name: c108-1, Alg: random16, #particle: 15 seed: 1
09-17 at 11:37:39, name: c109-2, Alg: random16, #particle: 15 seed: 1
09-17 at 12:12:56, name: rc103-31, Alg: random16, #particle: 15 seed: 1
09-17 at 13:38:25, name: c101-3, Alg: random16, #particle: 15 seed: 1
09-17 at 13:41:47, name: c101-5, Alg: 14, #particle: 15, seed: 1
09-17 at 14:19:07, name: c101-5, Alg: 15, #particle: 15, seed: 1
09-17 at 15:18:58, name: c102-3, Alg: random16, #particle: 15 seed: 1
09-17 at 15:40:54, name: c102-5, Alg: 14, #particle: 15, seed: 1
09-17 at 17:18:47, name: c102-6, Alg: 15, #particle: 15, seed: 1
09-17 at 17:22:23, name: c103-3, Alg: 14, #particle: 15, seed: 1
09-17 at 18:20:36, name: c103-5, Alg: random16, #particle: 15 seed: 1
09-17 at 19:41:00, name: rc104-29, Alg: random16, #particle: 15 seed: 1
09-17 at 23:06:22, name: c204-10, Alg: 15, #particle: 15, seed: 1
09-18 at 01:16:03, name: rc201-16, Alg: 13, #particle: 15, seed: 1
09-18 at 02:22:43, name: c104-10, Alg: random16, #particle: 15 seed: 1
09-18 at 02:55:46, name: c104-5, Alg: 14, #particle: 15, seed: 1
09-18 at 03:41:43, name: c105-2, Alg: random16, #particle: 15 seed: 1
09-18 at 04:08:47, name: c105-2, Alg: 14, #particle: 15, seed: 1
09-18 at 05:15:19, name: c106-2, Alg: random16, #particle: 15 seed: 1
09-18 at 05:16:28, name: c103-9, Alg: 15, #particle: 15, seed: 1
09-18 at 05:38:16, name: c106-2, Alg: 14, #particle: 15, seed: 1
09-18 at 07:10:54, name: c107-2, Alg: random16, #particle: 15 seed: 1
09-18 at 07:18:32, name: rc105-29, Alg: random16, #particle: 15 seed: 1
09-18 at 07:19:49, name: c107-2, Alg: 14, #particle: 15, seed: 1
09-18 at 08:25:40, name: c108-2, Alg: 14, #particle: 15, seed: 1
09-18 at 08:52:07, name: c108-2, Alg: random16, #particle: 15 seed: 1
09-18 at 12:46:02, name: c109-4, Alg: random16, #particle: 15 seed: 1
09-18 at 13:00:28, name: rc202-15, Alg: 13, #particle: 15, seed: 1
09-18 at 13:22:11, name: c109-4, Alg: 14, #particle: 15, seed: 1
09-18 at 15:41:15, name: c104-13, Alg: 15, #particle: 15, seed: 1
09-18 at 17:36:42, name: c105-4, Alg: 15, #particle: 15, seed: 1
09-18 at 19:16:00, name: c106-4, Alg: 15, #particle: 15, seed: 1
09-18 at 21:31:04, name: c107-4, Alg: 15, #particle: 15, seed: 1
09-18 at 23:19:43, name: c108-4, Alg: 15, #particle: 15, seed: 1
09-19 at 00:01:22, name: rc203-14, Alg: 13, #particle: 15, seed: 1
09-19 at 01:15:17, name: c109-4, Alg: 15, #particle: 15, seed: 1
09-19 at 06:59:29, name: rc204-6, Alg: 13, #particle: 15, seed: 1
09-19 at 10:10:49, name: R1_2_5-8, Alg: 16, #particle: 15, seed: 1
09-19 at 10:27:05, name: c101-2, Alg: 13, #particle: 15, seed: 1
09-19 at 10:38:05, name: c101-6, Alg: 14, #particle: 15, seed: 1
09-19 at 10:47:49, name: R2_2_8-7, Alg: 16, #particle: 15, seed: 1
09-19 at 11:26:24, name: c201-4, Alg: 15, #particle: 15, seed: 1
09-19 at 11:34:33, name: c102-3, Alg: 13, #particle: 15, seed: 1
09-19 at 11:53:07, name: c101-1, Alg: random15, #particle: 15 seed: 1
09-19 at 12:07:13, name: R1_2_6-5, Alg: 16, #particle: 15, seed: 1
09-19 at 12:30:14, name: c102-6, Alg: 14, #particle: 15, seed: 1
09-19 at 13:01:47, name: c202-4, Alg: 15, #particle: 15, seed: 1
09-19 at 13:37:33, name: c102-1, Alg: random15, #particle: 15 seed: 1
09-19 at 14:40:09, name: rc205-6, Alg: 13, #particle: 15, seed: 1
09-19 at 15:10:44, name: c103-4, Alg: 14, #particle: 15, seed: 1
09-19 at 15:24:40, name: c103-1, Alg: random15, #particle: 15 seed: 1
09-19 at 15:30:28, name: RC2_2_1-5, Alg: 16, #particle: 15, seed: 1
09-19 at 18:01:56, name: rc101-5, Alg: random15, #particle: 15 seed: 1
09-19 at 18:46:14, name: c103-7, Alg: 13, #particle: 15, seed: 1
09-20 at 00:55:17, name: c104-10, Alg: 14, #particle: 15, seed: 1
09-20 at 01:52:49, name: c104-5, Alg: random15, #particle: 15 seed: 1
09-20 at 02:24:53, name: c105-3, Alg: 14, #particle: 15, seed: 1
09-20 at 03:21:10, name: c104-5, Alg: 13, #particle: 15, seed: 1
09-20 at 03:28:30, name: rc102-5, Alg: random15, #particle: 15 seed: 1
09-20 at 03:35:32, name: c105-1, Alg: random15, #particle: 15 seed: 1
09-20 at 03:52:03, name: c106-3, Alg: 14, #particle: 15, seed: 1
09-20 at 04:43:33, name: c105-2, Alg: 13, #particle: 15, seed: 1
09-20 at 04:45:34, name: c203-17, Alg: 15, #particle: 15, seed: 1
09-20 at 05:01:10, name: c106-1, Alg: random15, #particle: 15 seed: 1
09-20 at 05:33:53, name: c107-3, Alg: 14, #particle: 15, seed: 1
09-20 at 05:45:18, name: c106-2, Alg: 13, #particle: 15, seed: 1
09-20 at 07:04:26, name: c107-2, Alg: 13, #particle: 15, seed: 1
09-20 at 07:07:39, name: c107-1, Alg: random15, #particle: 15 seed: 1
09-20 at 08:41:11, name: c108-2, Alg: 13, #particle: 15, seed: 1
09-20 at 09:03:38, name: c108-4, Alg: 14, #particle: 15, seed: 1
09-20 at 11:14:19, name: c109-5, Alg: 14, #particle: 15, seed: 1
09-20 at 11:47:54, name: rc103-5, Alg: random15, #particle: 15 seed: 1
09-20 at 12:34:01, name: c108-3, Alg: random15, #particle: 15 seed: 1
09-20 at 14:11:52, name: c109-1, Alg: random15, #particle: 15 seed: 1
09-20 at 15:43:01, name: c109-6, Alg: 13, #particle: 15, seed: 1
09-20 at 16:29:56, name: c101-3, Alg: 16, #particle: 15, seed: 1
09-20 at 16:37:38, name: c101-3, Alg: 16, #particle: 15, seed: 1
09-20 at 18:04:03, name: c102-3, Alg: 16, #particle: 15, seed: 1
09-20 at 18:12:33, name: c204-15, Alg: 15, #particle: 15, seed: 1
09-20 at 18:25:27, name: c102-3, Alg: 16, #particle: 15, seed: 1
09-20 at 19:59:44, name: c205-3, Alg: 15, #particle: 15, seed: 1
09-20 at 20:08:22, name: c103-4, Alg: 16, #particle: 15, seed: 1
09-20 at 20:25:01, name: c103-4, Alg: 16, #particle: 15, seed: 1
09-20 at 22:08:46, name: rc104-5, Alg: random15, #particle: 15 seed: 1
09-21 at 03:08:19, name: rc201-21, Alg: 13, #particle: 15, seed: 1
09-21 at 04:40:36, name: c104-10, Alg: 16, #particle: 15, seed: 1
09-21 at 05:29:04, name: c206-9, Alg: 15, #particle: 15, seed: 1
09-21 at 06:09:43, name: c105-3, Alg: 16, #particle: 15, seed: 1
09-21 at 06:41:47, name: c104-11, Alg: 16, #particle: 15, seed: 1
09-21 at 07:41:58, name: c106-3, Alg: 16, #particle: 15, seed: 1
09-21 at 07:53:03, name: c105-4, Alg: 16, #particle: 15, seed: 1
09-21 at 08:24:38, name: rc105-5, Alg: random15, #particle: 15 seed: 1
09-21 at 09:05:33, name: c107-3, Alg: 16, #particle: 15, seed: 1
09-21 at 09:06:31, name: c106-4, Alg: 16, #particle: 15, seed: 1
09-21 at 10:13:41, name: c107-4, Alg: 16, #particle: 15, seed: 1
09-21 at 10:20:26, name: c207-3, Alg: 15, #particle: 15, seed: 1
09-21 at 10:48:41, name: c108-3, Alg: 16, #particle: 15, seed: 1
09-21 at 11:06:49, name: rc202-20, Alg: 13, #particle: 15, seed: 1
09-21 at 12:08:07, name: c108-3, Alg: 16, #particle: 15, seed: 1
09-21 at 12:55:56, name: c109-3, Alg: 16, #particle: 15, seed: 1
09-21 at 13:18:32, name: c109-3, Alg: 16, #particle: 15, seed: 1
09-21 at 14:28:30, name: R1_2_6-9, Alg: 16, #particle: 15, seed: 1
09-21 at 14:46:19, name: R1_2_7-5, Alg: 16, #particle: 15, seed: 1
09-21 at 16:15:17, name: R2_2_9-5, Alg: 16, #particle: 15, seed: 1
09-21 at 18:32:30, name: RC2_2_2-5, Alg: 16, #particle: 15, seed: 1
09-21 at 19:28:55, name: c208-10, Alg: 15, #particle: 15, seed: 1
09-21 at 21:13:56, name: rc203-19, Alg: 13, #particle: 15, seed: 1
09-22 at 07:36:56, name: rc204-11, Alg: 13, #particle: 15, seed: 1
09-22 at 17:20:34, name: rc205-11, Alg: 13, #particle: 15, seed: 1
09-22 at 21:36:21, name: c101-4, Alg: 16, #particle: 15, seed: 1
09-22 at 21:41:05, name: c101-4, Alg: 16, #particle: 15, seed: 1
09-22 at 22:24:46, name: c101-6, Alg: 15, #particle: 15, seed: 1
09-22 at 23:14:08, name: c102-4, Alg: 16, #particle: 15, seed: 1
09-22 at 23:30:48, name: c102-4, Alg: 16, #particle: 15, seed: 1
09-23 at 01:18:33, name: c102-7, Alg: 15, #particle: 15, seed: 1
09-23 at 02:26:52, name: c103-6, Alg: 16, #particle: 15, seed: 1
09-23 at 02:27:36, name: c103-6, Alg: 16, #particle: 15, seed: 1
09-23 at 03:02:38, name: R1_2_8-5, Alg: 16, #particle: 15, seed: 1
09-23 at 05:25:09, name: rc201-10, Alg: 16, #particle: 15, seed: 1
09-23 at 05:39:01, name: rc101-15, Alg: 16, #particle: 15, seed: 1
09-23 at 05:44:11, name: c103-11, Alg: 15, #particle: 15, seed: 1
09-23 at 07:42:45, name: c104-14, Alg: 16, #particle: 15, seed: 1
09-23 at 08:46:00, name: R2_2_10-5, Alg: 16, #particle: 15, seed: 1
09-23 at 08:50:31, name: R1_2_7-9, Alg: 16, #particle: 15, seed: 1
09-23 at 08:52:52, name: c105-5, Alg: 16, #particle: 15, seed: 1
09-23 at 10:04:17, name: c106-5, Alg: 16, #particle: 15, seed: 1
09-23 at 11:18:50, name: c107-5, Alg: 16, #particle: 15, seed: 1
09-23 at 12:44:51, name: c108-4, Alg: 16, #particle: 15, seed: 1
09-23 at 13:05:44, name: c104-17, Alg: 16, #particle: 15, seed: 1
09-23 at 14:32:51, name: c105-6, Alg: 16, #particle: 15, seed: 1
09-23 at 14:47:17, name: c109-4, Alg: 16, #particle: 15, seed: 1
09-23 at 15:25:46, name: rc202-5, Alg: 16, #particle: 15, seed: 1
09-23 at 15:44:34, name: RC2_2_3-5, Alg: 16, #particle: 15, seed: 1
09-23 at 15:56:23, name: c106-6, Alg: 16, #particle: 15, seed: 1
09-23 at 16:10:57, name: rc102-15, Alg: 16, #particle: 15, seed: 1
09-23 at 17:24:38, name: c107-6, Alg: 16, #particle: 15, seed: 1
09-23 at 18:00:07, name: c104-18, Alg: 15, #particle: 15, seed: 1
09-23 at 19:03:17, name: c108-5, Alg: 16, #particle: 15, seed: 1
09-23 at 19:27:32, name: c105-5, Alg: 15, #particle: 15, seed: 1
09-23 at 20:46:52, name: c106-5, Alg: 15, #particle: 15, seed: 1
09-23 at 22:38:56, name: rc203-5, Alg: 16, #particle: 15, seed: 1
09-23 at 22:41:30, name: c109-6, Alg: 16, #particle: 15, seed: 1
09-23 at 22:49:16, name: c107-5, Alg: 15, #particle: 15, seed: 1
09-24 at 00:34:01, name: c108-5, Alg: 15, #particle: 15, seed: 1
09-24 at 02:54:12, name: c109-5, Alg: 15, #particle: 15, seed: 1
09-24 at 05:54:52, name: rc204-6, Alg: 16, #particle: 15, seed: 1
09-24 at 13:32:08, name: rc205-6, Alg: 16, #particle: 15, seed: 1
09-24 at 14:47:25, name: rc101-20, Alg: 16, #particle: 15, seed: 1
09-24 at 22:07:20, name: rc206-6, Alg: 16, #particle: 15, seed: 1
09-25 at 02:09:41, name: rc102-20, Alg: 16, #particle: 15, seed: 1
09-25 at 05:24:08, name: rc207-6, Alg: 16, #particle: 15, seed: 1
09-25 at 12:22:33, name: rc103-7, Alg: 16, #particle: 15, seed: 1
09-25 at 15:30:28, name: rc208-6, Alg: 16, #particle: 15, seed: 1
09-25 at 21:50:08, name: R1_2_9-5, Alg: 16, #particle: 15, seed: 1
09-25 at 22:23:43, name: rc104-15, Alg: 16, #particle: 15, seed: 1
09-25 at 23:29:04, name: R1_2_1-15, Alg: 16, #particle: 15, seed: 1
09-26 at 00:57:07, name: R1_2_8-10, Alg: 16, #particle: 15, seed: 1
09-26 at 07:32:37, name: RC2_2_4-5, Alg: 16, #particle: 15, seed: 1
09-26 at 08:51:42, name: rc105-15, Alg: 16, #particle: 15, seed: 1
09-26 at 09:16:45, name: RC1_2_1-5, Alg: 16, #particle: 15, seed: 1
09-26 at 19:32:37, name: c101-5, Alg: 16, #particle: 15, seed: 1
09-27 at 10:50:09, name: RC1_2_6-5, Alg: 16, #particle: 15, seed: 1
09-27 at 20:32:19, name: RC1_2_1-7, Alg: 16, #particle: 15, seed: 1
09-27 at 21:59:56, name: RC2_2_9-5, Alg: 16, #particle: 15, seed: 1
09-28 at 00:58:24, name: R1_2_10-5, Alg: 16, #particle: 15, seed: 1
09-28 at 06:35:31, name: R1_2_9-10, Alg: 16, #particle: 15, seed: 1
09-28 at 10:53:58, name: RC1_2_2-5, Alg: 16, #particle: 15, seed: 1
09-29 at 08:21:31, name: R1_2_2-20, Alg: 16, #particle: 15, seed: 1
09-29 at 10:11:49, name: RC2_2_3-10, Alg: 16, #particle: 15, seed: 1
09-30 at 07:33:04, name: RC1_2_7-5, Alg: 16, #particle: 15, seed: 1
09-30 at 10:31:46, name: R1_2_10-10, Alg: 16, #particle: 15, seed: 1
10-01 at 00:25:33, name: c204-10, Alg: 16, #particle: 15, seed: 1
10-01 at 08:40:55, name: RC1_2_3-5, Alg: 16, #particle: 15, seed: 1
10-01 at 15:49:01, name: RC2_2_10-5, Alg: 16, #particle: 15, seed: 1
10-01 at 16:01:35, name: RC1_2_6-10, Alg: 16, #particle: 15, seed: 1
10-01 at 16:29:47, name: RC1_2_2-9, Alg: 16, #particle: 15, seed: 1
10-02 at 06:36:08, name: c204-5, Alg: 16, #particle: 30, seed: 1
10-02 at 06:48:37, name: RC2_2_3-11, Alg: 16, #particle: 15, seed: 1
10-02 at 19:28:59, name: R1_2_3-12, Alg: 16, #particle: 15, seed: 1
10-02 at 19:53:39, name: c204-1, Alg: 16, #particle: 50, seed: 1
10-06 at 03:25:50, name: RC1_2_5-6, Alg: 16, #particle: 15, seed: 1
10-06 at 05:05:27, name: RC1_2_9-5, Alg: 16, #particle: 15, seed: 1
10-06 at 07:39:45, name: RC2_2_10-10, Alg: 16, #particle: 15, seed: 1
10-06 at 08:19:56, name: RC2_2_7-5, Alg: 16, #particle: 15, seed: 1
10-06 at 10:44:38, name: RC1_2_10-5, Alg: 16, #particle: 15, seed: 1
10-06 at 13:22:04, name: case_study-400-2-1, Alg: 16, #particle: 15, seed: 1
10-08 at 02:06:34, name: case_study-400-2-2, Alg: 16, #particle: 15, seed: 1
10-08 at 03:10:58, name: RC2_2_10-15, Alg: 16, #particle: 15, seed: 1
10-08 at 17:13:33, name: RC2_2_6-5, Alg: 16, #particle: 15, seed: 1
